"Pandit,shri Mati Rukmani
",1
"Sagar, Narottam
",1
"Rahul Sanskrityan
",3
"Vinova
",2
"Amaren’dr Mishraa
",2
"Ganga Granth Sagar
",1
"Shyam Lal Mehra
",1
"Swami, Ramsukhadas
",6
"Sukla,udhy Narayan
",1
"Sukharaj Ji
",1
"Mishra Upadevi
",3
"Gyan Mandal Bhandar
",1
"Dr.shayam Bihari
",1
"Saroj Bisariya
",2
"Lakshmi Narayan Kushwaha
",1
"SWAMI SWARUPANANDA PARAMHANSA DEVA
",2
"Harishankar Parsai
",1
"GL Publications
",1
"Samar Devilal
",2
"Satyarthi,devendra
",1
"Dwivedi, Girija Prasad
",1
"Bhagirathji, Hariprasad
",1
"महर्षि वाल्मीकि
",2
"Gupt Raghuraj
",1
"MOHAMMAD ALI QADRI ATTARI JALALI
",1
"S.r. Yatri
",1
"Shaamaaharishang-kar
",1
"Vyathi Hirday
",1
"Mishr,baldev Prasad
",2
"पुनर्कथन: मार्क व्हाइट
",1
"Vaidvyas
",1
"Shri Chandar Shankar
",1
"Krishana Nand Dubey
",1
"Jagannath
",2
"Chemendra  Suman
",3
"Archana Srivastava
",1
"Parmhans Swami Yoganand
",1
"Lakshman Narayan Garde
",1
"Vidya Mandir
",3
"Raghav Range
",4
"ब्रिटिश लोक कथा
",1
"Singh,dr.vijay Pal
",1
"Rath Chandra Shekhar
",1
"नारायण देसाई
",1
"Miśra, Tilottoma
",1
"Lddu Lal Jee
",1
"Shankar, Girija
",1
"Haridas Veadh
",1
"Osho, 1931-1990
",4
"Gyabasaram Sharma
",1
"Etherington, William
",1
"Shriiiivaastava Mukundiilaal
Madamgopaal
",2
"S.n.chaubey
",1
"Shrivastav,g.p.
",2
"Pandit,dharma Dev
",1
"Shri Shanti Priya Drivedi
",1
"as per print
",2
"केशवानन्द
",2
"A.k. Samadhiya
",1
"Indu Chandradutt
",2
"Giriraj Prasad Gupta
",1
"Shastri And Anil
",1
"Thatte Yadunaath
",1
"Gyanbhushan
",3
"Ramshankar Shukla
",3
"Rajurakar, Govind Rav
",2
"Acharya Vishnu Kant Sharma , Dr. Hira La  Nigam, Dr. Lalji Singh, Dr. Ram Charan Mehrotra, Prof. Shiv Bahahdur Singh, Prof. Hirala Nigam
",1
"Bhagavaddat
",5
"Abhinanda Smiti
",1
"Bhatiyani Shelesh
",2
"vaibhav jagtap
",9
"Tripāṭhī, Candramauli Maṇi, 1962- author
",1
"swamy pramkusha charya je
",1
"Pangarkar, Lakshaman Ramchandra
",2
"Chturvedi,rahesh Prasad
",1
"Srichand Rampuria
",1
"Kaashyap Bhikshhu Jagadiish
",1
"Jagan Nath Prashad
",1
"Khemka Radheshyam
",4
"Suresh Rituparn
",1
"Sethiya Bherodan Ji
",6
"Dr.d.b.kshirsagar
",1
"डा० कृष्ण चंद्र शास्त्री,नगूरां(जींद) हरियाणा
",1
"Varmaa Shankaradaas
",1
"Dr,alli Ashagar Hikmat
",1
"Shatish Kumar Sharma , Nisha Mishra, Devendra Datt Sharma, A.k. Ronghe, B.n. Tripathi &amp; S.k. Mishra, N.c. Jain 7 Rajiv Taneja, Shyam Lal &amp; Kalpna Singh Yadav
",1
"Turgnev
",2
"Devanaaraayand-a
",1
"Raamachandra Varmaa
",4
"Pandit Sukhlal Ji
",1
"Kedarnath Agrawal
",1
"RADHAKRISHNAN PILLAI
",2
"Laxminarayan Mishra
",2
"Vijay Singh Pathik
",1
"Farbas, Alakjarandar Kinlok
",3
"Oriental Institute Baroda
",1
"Suri, Vijay Dharm
",1
"नागर, मुरारी लाल; रंगानाथन, आर.
",1
"Smt Archana Yadav
",1
"Bemuri Aajneya Sharma
",1
"Sharmaa Jhaabaramall Pand-dit
",2
"Shri,sidhanaye Kumar
",1
"Suman Raamanaath Laal
",1
"Menson, Gebril Rechard
",2
"Pandit, Vijayalakshami
",1
"Roop Narayan Pandey
",2
"Shri Sampuran Chand
",2
"Maharaj, Amarchandra
",1
"Yagya Dutta Sharma
",1
"Ganesh Prasad Dwivedi
",6
"Naath Dvijendralaal
",1
"Goyanka, Niranjanlal
",2
"Singh Shanker Dyal
",2
"Muniraj Sri Pratapmuni Ji
",1
"Varma Dr. Vrajeshvr.
",1
"Dr. Sayad Shafiqur Rehman
",1
"Sri Dhar Pant
",1
"Dutt, Hirendranath
",1
"Pandit, Jawaharlal Neharu
",1
"Shri Ram
",1
"Amar Nath Srivastava
",1
"RAMKUMAR RAI
",1
"Jyoti Prakaashan, Riiva
",2
"Singha, Vinod Prasad Ed.
",1
"Muni, Buddhamal
",3
"Charkawarti Rajgopalacharya
",1
"Shiv Chandar Bhartiya
",1
"Bhattacharya,hari Satya
",3
"Hunter Marcus C. Inman
",1
"Anand Prastuti Audio Visual Centre Vrindavan
",2
"Ravindra Thakre
",4
"Geetapress
",1
"रशीद जहां
",1
"Bhattacharya, Sushilchandra
",1
"घरलक्ष्मी
",1
"Gyansagar
",1
"Munilal
",4
"Krishan Chandra
",1
"University Pablication House
",1
"Prashad, Durga
",1
"Muni,jinvijay
",3
"Shri Rjneesh
",2
"अंधश्रद्धा निर्मूलन समिति
",1
"नाथनियल
",1
"J. krishanamurtiy
",1
"E,chelishev
",1
"Swagat -karikarni Samiti
",3
"देव कवि
वर्मा, रामकृष्ण
",1
"Dr. Gyanyavati Darbar
",2
"Virendra Singh
",3
"Nishankl  Prakashan
",1
"Shri Maganlal
",1
"Bhawani Bhattacharya
",1
"अनूप सेठी
",1
"Ravvaja Ahmad Abbas
",2
"Manto, Sahadat Hasan
",1
"Pritam Singh Kavi
",5
"Kailas Bhoshan Jindal
",2
"Manavta Mandir
",4
"Varni, Ratnakar
",1
"अखिलेश सिंह
",1
"Wheatley B. Henry
",2
"Shuklx Vishhnd-udatt
",1
"Pushpdant
",2
"Mahen Patle
",2
"Yadav, Rajendar
",1
"Bhagwat Datt
",1
"Prof. Suryakant
",2
"Mufti Asrarul Haq Hanafi Hindi
",2
"Kumbhar Madhav Singh Deepak
",1
"Dr. Nirmal Kaushik
Dr. Raman Marawaha
",2
"Sharma, Girdhari
",1
"Shastri, Vijaymuni
",1
"Lok Chetana Prakashan
",1
"Krishnanand Gupt
",1
"Chandramauli Sukul ’satya
",1
"Jha S N
",4
"Lekharaam
",3
"Sharmaa Hanumaan
",2
"Hindi Sahitya Sammelan
",8
"Sumitra Kumari Sinha
",5
"Various
",3
"Patvardhan, Appasahab
",4
"Sanyal,nlini Mohan
",1
"Shukla, Dr. Dwijendranath
",4
"Brahmvati Narang
",2
"B.n.desai,v.v.nair,t.m.vasudevan Nambisan
",1
"Central Book Deepo
",1
"Rajguru, Dr. Govindnath
",2
"Bhai Jodh Singh
",1
"कुमार मुकुल , kumar mukul
",2
"Bandana Tripathi
",1
"Triloki Nath Verma
",1
"Qazi Adnan Ahmad
",4
"Achariya Kundkund Ji
",1
"Sudarshan And Kulbhushan
",2
"Vyas,harish
",1
"Kabir, Humayu
",1
"Upadhyay, Baldev
",10
"Hazari Prasad
",14
"Allahabad Publishing House
",1
"ग्रिम्स की लोककथा
",1
"Sharma, Hari Datta
",2
"Archna Mandir Bikaner
",1
"R.p.garg
",1
"Shiksharthi
",1
"लेव टॉलस्टॉय
",3
"Naiyar Susheela
",1
"Asha Rani
",1
"Trigunayat, Govind
",1
"Jain,dhanyakumar Tr.
",2
"Jain Muni Shri Tikamdasji
",1
"अफानसी निकितिन (Afnasi Nikitin)
",1
"Hiralal Maheshwari
",1
"कृष्ण चंदर
",2
"Sahitya Bhawan Limited
",1
"Sh. Bhatarak
",2
"कमला पाण्डेय
",1
"Klidsa
Kuvar, Lachhman Singh
Pincott, Frederic, 1836-1896
",1
"Tyagmurti Tatambari Swami 
",1
"Paramhans, Swami Yoganand
",1
"मिश्र, शिवशंकर
",2
"Agravaal Shriimannaraayand-a
",1
"Patsuram Chaturvedi
",1
"Vaidya, P.l.
",2
"Swami Parama Nanda Ji
",1
"काल
",1
"Prasad Devi
",1
"Satyendra
",13
"Manjula
",1
"Chaturvedii Raamadulaarelaal
",2
"Amrit Lal Nagar
",3
"Swami Sanatan Shri 
",7
"Acharya Ram Chand Shukla
",1
"Bal Sahitya Mandir Agra
",1
"Raghaw.range
",1
"Abdul gani Farook
",1
"Kailash Chandra Shastri
",1
"Singh Rajindra
",1
"Balram Das
",1
"O. HENRY
",1
"Sudhanshu
",4
"Bhasin, Jagnnath
",2
"Manmathnath Gupta
",3
"Ranbir S Phaugat
",2
"Pandit Someswar Bhatt
",2
"Sikrishna Das
",1
"Vidyaalang-akaar Bhimasen
",3
"Lok Bharti Gandhi Marg
",1
"Sukant Bhattacharya
",1
"डॉ० राजीव अग्रवाल, रेनू बाला अग्निहोत्री, रश्मि सिंह, Dr. RAJEEV AGRAWAL, RENU BALA AGNIHOTRI, RASHMI SINGH
",1
"Sajal Sharma
",1
"Shalabh Damrpal Gupta.
",1
"Veer Singh
",2
"Vallabh Dongre
",2
"Srigopalo Shastri
",2
"Dr. Laxmi Saneksa
",1
"Nand Dulare
",1
"Sri Krishna Das
",3
"शर्मा, नाथूराम शंकर
",1
"Agrawal, Mahendra Prakash
",2
"Maharaj, Shri Mats Sahajanand
",2
"Prof. Ashwani Kumar Srivastava
",3
"Pandit Lalaramg Sastri
",3
"shriram sharma acharya
",1
"Kanhaiya Lal Nandan
",2
"Surendra Kumar Shrivastva
",1
"Chaandraaguptaa Vidyaalaankaar
",1
"VIRENDRA BHATNAGAR
",1
"Lala Bhagwandeen
",2
"Upadhyaya, Acharya Baladeva
",4
"Nath,upendar
",1
"Munshi,k.m.
",1
"Agarchand Nahta
",1
"Shri Candar Sain
",2
"Desai, Valaji Govindaji
",1
"Guptaa Shaktii Em.
",2
"Singh, Raydhanpati
",1
"Prakashan Vibagh Patyala House, New Delhi
",1
"Singh, Sushil Chandra
",2
"Ramnarayan Upaddhyaya
",1
"आशुतोष पटवा
",1
"Bla In Lenin
",1
"पाण्डेय, रूपनारायण
",1
"Manakchandra
",2
"Sinha Baladev
",1
"Shudha Sharma
",2
"Shri Bhavat Jain
",1
"Srii Raajakrishna Jain
",1
"Manu Sangita Raj
",1
"Sen Sukumaar
",1
"Belvedere Press
",2
"Prem Chand Srivastava
",1
"Sudharshan Lal
",1
"Sajjd Zaheer, Ahemad
",1
"Joshi R
",2
"Satya Prakash,
",2
"Ali Mohd Lone
",1
"Avadhabihaariilaal
",1
"Maharaj, Yashovijay
",1
"Nayyer Usha
",6
"Arun, Poddar Ramayatar
",2
"Devendrasuri
",3
"Shastri, Acharya, Shri Chatursen
",2
"Dharmendranath Shastri
",1
"Dass,shyam Sundar
",4
"Seth, Dr. M.l.
",2
"Girijadath  Shusk
",1
"Shri Dholat Singh Lohdha.
",1
"Goswāmī, Māmaṇi Raẏachama, 1942-2011
",1
"Pratap Chandar
",3
"Dr. A. N. Shastri
",1
"Govind Das Ji
",1
"L.d. Barnett
",1
"K. C. Banarjee
",2
"कीर्ति जयराम
",1
"A.g.wella
",1
"Gulaab Khandewaal
",6
"Dr.shruti Kant
",1
"Vidyaalang-akaar Satyadev
",8
"Dube,ganpat Jankiram
",1
"Phoolfagar Kanhayalal
",1
"Chandra Gupt
",1
"Shukl,ramchandr
",1
"Aachayri Aanad Jha
",1
"Vyaas Shrii Gopaalaprasaada
",1
"Narain Prasad Jain
",1
"Vatsyayan, Sacchidanand
",2
"सागर, आलाराम
",2
"Tulsidas
",12
"Nyayatirtha, Chainsukhdas
",3
"Shri Ram Lal
",2
"Tulasi
",1
"Editor: Losang Norbu Shastri
",1
"Badri Saha Tuldharaya
",1
"Joshi, Lakshman Shastri
",1
"विलियम 
",2
"Rajnarayan
",3
"माइकल
",4
"Mahaveerprasad Dvivedi
",1
"Nanuram
",3
"Jain Jagdiishachandra
",1
"दास, श्यामसुन्दर
मिश्र, सदल
",1
"Shanker purswani
",2
"नागराज
",1
"Surya Prakshan Nai Sadak Delhi
",1
"Pandey, Sudhakar
",2
"Shri Shambhu Dayal Saxena
",1
"thakur srinath singh
",8
"Vaigyanik Tatha Takniki Sabdawali Ayog
",1
"Doshi, Ratanlal
",5
"Lalpat Rai Prithiraj Sahni
",1
"Dvijendranath Shukla
",1
"Choudhary, Gulab Chandra
",1
"Shriivaastav
",2
"Dr.  Chintamani Uppadhya
",1
"Chamal Lal
",1
"Prasad, Rajendra
",2
"Muni Navratanmal
",4
"Shri Chandrabhal
",1
"Prakashvati Alinda
",1
"Rajpurohit, Dr. Bhagwatilal
",2
"Umar Kuttii E En Pii
",1
"Sansar Chand
",1
"इमाम अबू दाऊद
",6
"Gyatri Devi
",1
"Upadhyaye Baldev
",1
"जे. कृष्णमूर्ति
",4
"Satyajeewan Varma
",1
"Jain Bal Badr
",1
"Shrivastav Viswaynarayan.
",1
"Manranglal
",1
"Tondon, Virendra
",2
"Ganeshmal
",1
"Sarvoday Sahitya Kutir
",2
"Bal Ram Srivastava
",1
"Vasu Nagendranath
",8
"Podaar Raamabilaas
",1
"Sri Laxminidhi Chaturvedi
",1
"Vajpey,bhawati Parsad
",1
"हिंदी : पूर्वा याज्ञिक कुशवाहा
",4
"Ram Avadh Shastri
",2
"Vidyaalankar Bhaarat Bhushhan
",6
"Raahul Saan’krxtyaayan
",2
"Hanuman Prasad Poddar & Chimanlal Goswami
",1
"दिमित्री ग्रिगोरोविच
",1
"Yadava Chandra Jain
",1
"Shri Babu Lal Gupta
",1
"Bhartiya Gyan Peeth Kashi
",2
"Kothari, Sohan Raj
",1
"Smanglam
Teri Library
",1
"Author Baneer
",1
"Atmaram
",7
"Rampuray
",1
"राजीव दीक्षित स्वदेशी संस्था अहमदाबाद
",1
"C.sahu.h.m.devra,a.k.rathi
",1
"वर्मा, रामचन्द्र
",3
"Naraynswami
",1
"CSE
",1
"Paandey Kailaash Pati
",2
"Martin Euser
",2
"Kendriya Hindi Sansthan Agra
",1
"Pandit Kailashchandra Siddhantshastri
",1
"DONALD J. TRUMP & ROBERT T. KIYOSAKI
",1
"Shreedharacharya and translated in hindi by sudyumna
",1
"Aacharya, Gunbhadra
",1
"Chaturwadi Bholanath Sarma,mukta Ram Babu Strit
",1
"Jain, Ashok
",1
"Rony Singh Roy
",1
"कारमेन तफोला
",1
"Prof. Yogesh Chandra Dubey
",7
"Hargovind Gupt
",1
"Hanuman Prasad Poddar
",15
"Pratapmuni
",1
"Shachi Rani Gurtu.
",1
"Rajendra Singh
",2
"zainul abdeen 09897626182
",1
"Swami Divya Chaitanya ji (Varanasi)
",1
"Chandra Satish
",2
"फेंग शुएफेंग
",1
"Jaishankar Tripathi
",1
"Visheshanand,acharya
",1
"Dr.laxmi Sager
",3
"Bandyopadhyay, Amit Kumar, Ed.
",1
"Kamala Chaudhary
",1
"Tivari,hansh Kumar
",2
"Muni, Mishrimalji
",3
"Gupt Vindhyachal Prasad
",1
"Raajendra Prasaada
",4
"दस्तावेज़
",1
"Muni Jinvijay
",4
"Dr. Sarvpalli Radhakrishanan
",1
"Saral Shrikrishan
",1
"Saxsena,dr.lalta Prasad
",2
"Babu Suraj Bhanu
",3
"Vedsansthan Ajmer
",1
"Aarya Buddhiprakaash
Aarya Virendra Kumaar
",2
"Sudarshan
",17
"P. Mahaveer
",1
"Neharu Pan’d’it Javaaharalaala
",1
"Antoine de Saint-Exupéry
",1
"Pt. Hridatt Sastri
",1
"Tara Shankar
",2
"Dr Yogendra Pal Singh
",1
"Das Kumar Charitay
",1
"ईसप कथा
",1
"Muhammad Tariq Lahori Sunni Hanafi
",2
"Raajaaraama Sonii
",1
"Swami Satyabhakat
",3
"NISHANT B PRAJAPATI
",1
"Dr. Radha Govinda Nath
",1
"Das, Brajratna
",6
"G.s.parihar
",2
"Indu Prakash
",2
"Ramdam Mishra ""vijay""
",1
"Mistunee Chowdhury (Illustrator)
International Center for Literacy and Culture
",1
"Lāla, Sumati Saksenā
",1
"Bhagwadacharya Ji Maharaj
",1
"Shri Kirshna
",1
"Punjab Government
",1
"Bhat’anaagar Raamaratan
",15
"Sri Shiv Charit Karyalay
",1
"Davi Prashad
",1
"म. बुलातोव (M. Bulatov)
",1
"Gopaal Daas Jiivabhaaii Patel
",2
"Sukal,premnarayan
",1
"Sharma,veena
",1
"Hardev Bihari
",1
"कश्मीर उप्पल
",2
"Hari Das
",5
"Babali Pandey
",2
"Jaanki Ballaabha Shastri
",1
"Krishan Chandar
",3
"Shree Krishannand Gupt
",1
"Preetam, Sarojini
",1
"चौहान, सुखरामदास
",1
"Muni Shri Choth Mal Ji Maharaj
",1
"Smt Seema Shukla
",1
"Chakravartii Shivaraamadaas Udaasiin
",1
"Accha, Shanti Lal
",2
"Rishi V.d
",1
"सत्यभक्त
",2
"Prkash Satya
",1
"Shuklx Someshvaradatt
",1
"Maharaj, Hastimal
",2
"Pandit,moti Lal
",1
"Ashapurna Devi
",3
"Shastri, Ganesh Muni
",7
"Jain Kamtaparsad
",1
"Sharmaa Hiiraalaal
",2
"Dr. Rajeev Agarwal, Sushil kumar kushwaha, Jyotishna Tiwari
",1
"Mohammad Hanif Razvi Nagarchi
",3
"Jojef Mejinee
",1
"विश्वामित्र शर्मा
",1
"Acharya Chandra Shekhar
",1
"भेड़ा, शङ्करलाल कन्हैयालाल
",1
"Puri Dr. Baijnath.
",1
"Prof. Hem Chandra Joshi, Prem Chandra Shrivashtav, Dr. R.c. Gupta , Vinod Shankar Gupta, Dr. Uma Shankar Gupta, Devvart Duvedi, Shivesh Kumar
",1
"Mitra Vimal
",12
"अयोध्या प्रसाद
",2
"Sriram Swamina
",2
"काका कालेलकर
",1
"बीजीवीएस
",2
"P.r. Agarwal, Rajgarh
",1
"Shri Khemechand Sumn.
",1
"रमेश बिजलानी
",2
"Gorawala,khushalchand
",2
"Shriivaastav Ambaaprasaada
",1
"Dr.c.sahu,v.gupta,a Biohara,v.k.gupta
",1
" A.K.Rai
",1
"Ekta Dengre
",1
"Nemichandra
",5
"www.roshandaan.com
",3
"Rajesvar Prashad
",1
"Ragey Raghv
",1
"Zalimasin’h Raayabahaadur Baabuu
",1
"Saryu Prasad Choubey
",1
"Yadav Rajendra
",4
"Siitaaraamayyaa Pat’t’aabhi
",3
"Dr. Hajari Prasad Dvivedi
",2
"Kishore Naval
",1
"M.a Krishan Chand
",1
"Bhisham Sahani
",2
"Bdthwal,pitambar
",2
"Sulabh Prakashan
",1
"Vidyaalang-akaar  Vidyaasaagar
",1
"महात्मा ज्योतिराव फुले
",1
"Aujha, Girishankar Heerachand
",2
"Munilabdhi Vijay
",1
"Chandrashekhar Shastri
",1
"Sharma Ganesh Dutt
",1
"सुक्की
",1
"Saagar Muni Kaanti
",1
"Gahmar, Gopalram
",1
"Dr.narendra
",2
"Sahal,dr.krishan Bihari
",1
"Raybahadur, Umarav Singh
",1
"Dr. Parmatmasharan
",1
"Mastram Kapur
",1
"राहुल सांकृत्यायन  
",1
"Anwar Raza khan Azhari
",1
"Upadhyay, Ayodhyasingh
",4
"Satyadev Vidhalanker
",1
"Prasad Babu Rajindra
",1
"Vaidik Sudha
",6
"Munna Singh
",1
"Nanalal Ji
",1
"Ray, Gulab
",2
"Fatahsingh
",2
"सुन्दरदासजी
",4
"Tripathi,prem Vallabh
",2
"Harishchandra
",8
"Visha Bandhu
",3
"Kanhaiya Lal Sahal
",4
"याकोव पेरेममान (Yakov Perelman)
",1
"Kamal Kulsresth
",1
"Dharmrakshit, Bhikshu
",11
"Sethiya, Bhairodan
",6
"Das, Benarasi
",1
"Editor myself and inspector yourself
",1
"Maharaj Vijay Laxman Surishwar Ji
",1
"मैलाची
",2
"Pandit Puskar Muni Maharaj
",1
"Suman Ramnath
",3
"Dave Jugataraam
",2
"Bhaskar Govind Ghanekar
",1
"A. C. Woolner
",3
"Bidyalankar,joychandra
",1
"T. P.Banarjee,
",1
"Pan’ Shriipada Daamoodara Saatavalekara
",1
"Ashim Shukla
",2
"Derashri S.d
",1
"Bhadhant Bhodhanand Mhasthvir
",1
"Amrat Rai
",1
"Ashama Parween
",1
"वाग्भट्ट
शास्त्री, गोस्वामी रामरंग
",1
"Jain Tilok Chand
",1
"Chavala, Kashiram
",1
"Shape Maker
",1
"Desai, Mahadev
",3
"Upaadhyaay Gangaaprasaad
",7
"Lodha, Chimmanasingh
",1
"Bhuvan Vani Trust
",3
"Agarwala, Prof. Rameshcahnd
",2
"Bij Kejaar
",1
"Vidhya, Babu Haridass
",2
"Anokhilal Trivedi ’mukul’
",1
"Shyamsundar Dass
",3
"Salma,siddiki
",1
"Kamlesh, Padhsingh Sharma
",1
"Mohanlal
",2
"Suri,vijayanemi
",4
"Aarya Chandramal
",2
"Sharma,nathuram
",1
"Nathu Ram Premy
",1
"Jain, Dwarakaprasad
",1
"Jani, Dr. Madankumar
",2
"Manas,jan H.
",1
"Shivnarayan Mishra Vaidhya
",1
"रामधारी सिंह दिनकर
",1
"Shripatray
",2
"Gaan’dhii Manubahan
",1
"Dr Ayodhya Prasad Singh
",1
"Ramnath ""suman""
",6
"Surener Kumar Deechit
",1
"Chandragupta Bhartiya _ चन्द्रगुप्तभारतीयः
",1
"Kesarii
",1
"Prabhu Dayal
",6
"Shiv Gopal Mishra
",3
"Shri Sajan Maitha
",1
"Shivshankar Tripathi
",3
"Sundardas
",2
"Munshiiraam Jijnj-aasu
",3
"Dixit Harishankar
",2
"Shri Dharam Bharti
",1
"Rājagurū, Narendra
",1
"Mehta, Dr.mohanlal
",1
"Dr.krishan Lal
",4
"Sharma, Bhagwatsarna
",2
"Dr. Azam Beg Qadri 
",7
"Mehta, Mohan Lal
",3
"Das, Ram Sukh
",1
"Raakesh Vishnudutt
",8
"जॉर्ज 
",1
"Kapil Dev Naranyan Singh
",1
"Government Central Pedagajical Institute Allahabad
",1
"Brajmohanlal
",2
"Bhachchn
",1
"University Publication New Delhi
",1
"Hari Krasan
",2
"Swami Shridharanand
",1
"Kothiya, Darabari Lal
",2
"Kaithar, Vimala
",1
"Rajhans, Dr. Goiri Shankar
",2
"Shree Damodar Saatvalakar
",7
"Syam Sundar Das
",3
"Shavitri Shukla
",1
"Dr Hardwari Lal Sharma
",1
"Tandan,laxmi Narayan
",1
"Raajeshvara Bra Ku
",2
"Jain Dr. Ratnlal
",1
"Haṃsasvarūpa, Svāmi
",1
"Roy E Jones
",1
"युरी ओलेशा (Yuri Olesha)
",1
"Bhaaradvaaja Devanaaraayand-a
Gupta Muulchand
",2
"Dr. Jayshri Purushottam Sarode
",1
"Bhaskar, Chariya
",1
"म. बुलातोव
",1
"Raamakumaar Brahmakumaar
",2
"Sharma, Ramnarayan
",2
"Maikasim,gorakee
",2
"U N Ashk
",1
"Asim Madhupuri
",1
"C.l.garg
",1
"Laxman Ramchandra Pangarkar
",2
"Dra.p Ogha
",1
"Amolak Rishi
",3
"Khanyailal Nandan
",1
"Hammond E. J.
",1
"Mahaveer Adhikari
",1
"Dwivedi, Dr. Radheshyam
",2
"Surendra Nath Gupta
",2
"Vakthavar, Ratanlal
",1
"Dr Keshavchaitanya Kunte
",2
"Varma,deenanath
",1
"Pt. Aryamuni Ji
",2
"L K Prasad Dwivedi
",1
"Ram Narayan Yaduvendu
",1
"Chundawat, Laxmikumari
",2
"मुहम्मद बिन अब्दुल्लाह बिन सालेह अस-सुहैम
",1
"राजकुमारजी
",3
"Devraj Upadhaya
",1
"ram kinkar
",1
"Satsahitya Prakashan
",2
"बलराम अग्रवाल
",2
"Sri Gori Prasad Singh
",2
"M. Chelapati Rao
",1
"Datt Raamachandraa
",1
"Shakuntalaa Brahmaakumaarii
",2
"Gupt,dr.lajpatray
",2
"Singh, Dr. Dashrath
",2
"Mishr Ganesh Bihari
",1
"Muni, Manohar
",1
"Upadhyay, Haribhau Translator
",2
"Ram Avtar Singh Niranjan
",1
"Upadhyay, Akhileshchandra
",1
"Dr. Amarjeet Singh
Dr. Surendra Pal
Dr. T. Karunakaran
Dr. Virendra Kumar Vyas
",1
"Sanjiv Kumar Gupt
",1
"Rajkamal Prakashan Pvt. Ltd.
",2
"Devii Paara~vatii
",1
"Deshpande, Ashwini Bhide
",1
"Amrita Pritam, 1919-2005
",4
"Sarswati Pustak Sadan Agra
",1
"Vaalmiiki
",1
"Das,shyamsundar
",1
"Gangey Narottam Shastri
",1
"Brajratn Daas
",3
"Rambrn Sharma Nepali
",1
"Kasliwal, Dr.kasturchand
",7
"Swami, Hans Swroop
",1
"Khoobchandra Jain
",2
"Shri Hari Kirshan
",2
"Dave, Dr. Indu
",2
"Alaknanda Mandakini Prakashan Husainganj Lucknow
",1
"Nana Kunte
",1
"Gupt Manmathnath
",3
"Gaud, Rajendrasingh
",4
"Dr Murari Lal Goel
",1
"Irfan
",1
"Laqs-mand-a Sin’ha Khanna
",1
"Kshemanand `rahat`
",1
"Vimal  Sharma
",1
"Suman
",4
"Mahanti,gopinath
",2
"Maharaj, Haridasji
",1
"Sharma Anup
",1
"Prakash Anand
",2
"Mishra, Vishvanath Prasad
",1
"Mohmmad Israil Ansary
",1
"Vema, Navkumar
",1
"Udaya Narayana Singh
",1
"Kumaril Bhatta
",1
"Ghandi K.g
",1
"Saroj Singhvi
",1
"Ganapatishaastri
",1
"Sher Khan Islahi
",2
"Paand-d’ey Raajabalii
",1
"Shastri,ganesh Muni
",1
"जयंती रंगनाथन
",2
"Ask, Upendernath
",1
"pardeep ghorela
",1
"Ray, Ajudhya Prasad
",1
"Dr Manohar Singh
",1
"मराठी : सुशील 
",1
"सुशील शुक्ल
",2
"Bachan
",7
"Samsher Singh Narula
",1
"Shriigulaabaraay
",1
"Tripaathii Aravind
",1
" FIROZ CHAND
",1
"Jain,dhanyakumar
",1
"Kalyan Mathur
",1
"अमृतलाल नागर
",2
"Sukhal,.dhan Lal
",1
"Sarvesh Mishra
",2
"Chatarajee End-ash
Jaayasavaal Raa Pr.
",2
" इवान तुर्गनेव 
",1
"Yogendra Kumar Lalla
",1
"Paigame Aulia Librart
",1
"श्री देव
वर्म्मा, रामकृष्ण
",1
"Madhav Bhuneshwarnath Mishr
",1
"Orisan Swet
",2
"Manm Nath Gupta
",1
"Hazard Rider
",2
"Budhi Sagar Ji
",1
"Raja Bhaiya Puchwale
",1
"Shawak Bhimsingh Mankay
",1
"Bhikhanlal Aatrey
",1
"Nathuramaka, Laxminarayan
",6
" त्रिपुरारी शर्मा, अतनु रॉय 
",1
"Kashi Nath Ji
",1
"Ravindranath Taigor
",4
"Ram Chandra Raghunath Saravata
",2
"Acharya Pandit Shivdutt Mishra Shastri
",1
"Vyas Gopal Prasad
",4
"Agrawal, Dr. B. L.
",2
"Vishbahrnath Sharma Kosik
",2
"Shri Shyam Sunder Mishra Madhup
",1
"Vijay Shankar
",2
"Sarraf Motichand Jain
",1
"Raamdiin Singh
",1
"Harimandal Mishra
",1
"A S Upadhyay
",1
"Jain, Darshan Saar
",1
"Kelash Nath Ji
",1
"Gairishankar Shukla
",3
"Chaturvedi, Dr. Vrijmohan
",2
"Mittal, Prabhudayal
",1
"Babu Durga Prasad Gupt
",1
"Abdul Kalam, A. P. J. (Avul Pakir Jainulabdeen), 1931-2015
",1
"FaizeSimna143
",1
"Krishnadev Jharee
",1
"Poddar Hanumanprasad
",11
"Red’d’i Baalashauri
",1
"Sankar
",1
"Savitri Devi Varma
",1
"Bhoj Prakashan, Dhar (m.p)
",1
"Baratiya Jananpith, New Delhi
",1
"Spencer, Herbert
",2
"Godal,ramprtap
",1
"Fisher,lui
",2
"Hariharashaastrinaa
",2
"Shyamladas
",2
"Veer, Shri Ranaveer
",1
"Balraj
",2
"नथेन अर्नाउटिस
",1
"Atma Ram And Sons Kashmere Gate Delhi
",4
"Kannomal
",2
"Sharma,makkhanlal
",1
"Kendall James
",1
"Swarna Sudan
",1
"Shri,kirshan Dass
",2
